Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
70-74 ani, Total, Total, Covasna, Anul 2017, Numar persoane, 8690
70-74 ani, Total, Total, Covasna, Anul 2018, Numar persoane, 8255
70-74 ani, Total, Total, Covasna, Anul 2019, Numar persoane, 8055
70-74 ani, Total, Total, Covasna, Anul 2020, Numar persoane, 8299
70-74 ani, Total, Total, Covasna, Anul 2021, Numar persoane, 8990
70-74 ani, Total, Total, Covasna, Anul 2022, Numar persoane, 9562
70-74 ani, Total, Total, Covasna, Anul 2023, Numar persoane, 10306
70-74 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 12713
70-74 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 12956
70-74 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 13208
70-74 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 13592
70-74 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 13526
70-74 ani, Total, Total, Harghita, Anul 2017, Numar persoane, 13392
70-74 ani, Total, Total, Harghita, Anul 2018, Numar persoane, 13107
70-74 ani, Total, Total, Harghita, Anul 2019, Numar persoane, 12922
70-74 ani, Total, Total, Harghita, Anul 2020, Numar persoane, 13274
70-74 ani, Total, Total, Harghita, Anul 2021, Numar persoane, 14152
70-74 ani, Total, Total, Harghita, Anul 2022, Numar persoane, 14566
70-74 ani, Total, Total, Harghita, Anul 2023, Numar persoane, 15366
70-74 ani, Total, Total, Mures, Anul 2012, Numar persoane, 24371
70-74 ani, Total, Total, Mures, Anul 2013, Numar persoane, 24349
70-74 ani, Total, Total, Mures, Anul 2014, Numar persoane, 23921
70-74 ani, Total, Total, Mures, Anul 2015, Numar persoane, 23919
70-74 ani, Total, Total, Mures, Anul 2016, Numar persoane, 23399
70-74 ani, Total, Total, Mures, Anul 2017, Numar persoane, 23221
70-74 ani, Total, Total, Mures, Anul 2018, Numar persoane, 22848
70-74 ani, Total, Total, Mures, Anul 2019, Numar persoane, 23336
70-74 ani, Total, Total, Mures, Anul 2020, Numar persoane, 24361
70-74 ani, Total, Total, Mures, Anul 2021, Numar persoane, 25661
70-74 ani, Total, Total, Mures, Anul 2022, Numar persoane, 26036
70-74 ani, Total, Total, Mures, Anul 2023, Numar persoane, 27040
70-74 ani, Total, Total, Sibiu, Anul 2012, Numar persoane, 15734
70-74 ani, Total, Total, Sibiu, Anul 2013, Numar persoane, 15192
70-74 ani, Total, Total, Sibiu, Anul 2014, Numar persoane, 14453
70-74 ani, Total, Total, Sibiu, Anul 2015, Numar persoane, 14121
70-74 ani, Total, Total, Sibiu, Anul 2016, Numar persoane, 13683
70-74 ani, Total, Total, Sibiu, Anul 2017, Numar persoane, 14113
70-74 ani, Total, Total, Sibiu, Anul 2018, Numar persoane, 14962
70-74 ani, Total, Total, Sibiu, Anul 2019, Numar persoane, 16062
70-74 ani, Total, Total, Sibiu, Anul 2020, Numar persoane, 17028
70-74 ani, Total, Total, Sibiu, Anul 2021, Numar persoane, 18422
70-74 ani, Total, Total, Sibiu, Anul 2022, Numar persoane, 19651
70-74 ani, Total, Total, Sibiu, Anul 2023, Numar persoane, 20378
70-74 ani, Total, Total, Bacau, Anul 2012, Numar persoane, 29062
70-74 ani, Total, Total, Bacau, Anul 2013, Numar persoane, 27362
70-74 ani, Total, Total, Bacau, Anul 2014, Numar persoane, 25705
70-74 ani, Total, Total, Bacau, Anul 2015, Numar persoane, 24341
70-74 ani, Total, Total, Bacau, Anul 2016, Numar persoane, 23282
70-74 ani, Total, Total, Bacau, Anul 2017, Numar persoane, 23231
70-74 ani, Total, Total, Bacau, Anul 2018, Numar persoane, 23138
70-74 ani, Total, Total, Bacau, Anul 2019, Numar persoane, 24444
70-74 ani, Total, Total, Bacau, Anul 2020, Numar persoane, 26604
70-74 ani, Total, Total, Bacau, Anul 2021, Numar persoane, 28244
70-74 ani, Total, Total, Bacau, Anul 2022, Numar persoane, 29489
70-74 ani, Total, Total, Bacau, Anul 2023, Numar persoane, 31439
70-74 ani, Total, Total, Botosani, Anul 2012, Numar persoane, 20318
70-74 ani, Total, Total, Botosani, Anul 2013, Numar persoane, 19029
70-74 ani, Total, Total, Botosani, Anul 2014, Numar persoane, 17788
70-74 ani, Total, Total, Botosani, Anul 2015, Numar persoane, 16465
70-74 ani, Total, Total, Botosani, Anul 2016, Numar persoane, 14533
70-74 ani, Total, Total, Botosani, Anul 2017, Numar persoane, 14498
70-74 ani, Total, Total, Botosani, Anul 2018, Numar persoane, 13738
70-74 ani, Total, Total, Botosani, Anul 2019, Numar persoane, 14580
70-74 ani, Total, Total, Botosani, Anul 2020, Numar persoane, 16055
70-74 ani, Total, Total, Botosani, Anul 2021, Numar persoane, 17787
70-74 ani, Total, Total, Botosani, Anul 2022, Numar persoane, 18021
70-74 ani, Total, Total, Botosani, Anul 2023, Numar persoane, 19131
70-74 ani, Total, Total, Iasi, Anul 2012, Numar persoane, 30614
70-74 ani, Total, Total, Iasi, Anul 2013, Numar persoane, 28848
70-74 ani, Total, Total, Iasi, Anul 2014, Numar persoane, 26742
70-74 ani, Total, Total, Iasi, Anul 2015, Numar persoane, 25121
70-74 ani, Total, Total, Iasi, Anul 2016, Numar persoane, 22801
70-74 ani, Total, Total, Iasi, Anul 2017, Numar persoane, 23313
70-74 ani, Total, Total, Iasi, Anul 2018, Numar persoane, 23268
70-74 ani, Total, Total, Iasi, Anul 2019, Numar persoane, 25957
70-74 ani, Total, Total, Iasi, Anul 2020, Numar persoane, 29717
70-74 ani, Total, Total, Iasi, Anul 2021, Numar persoane, 33439
70-74 ani, Total, Total, Iasi, Anul 2022, Numar persoane, 34780
70-74 ani, Total, Total, Iasi, Anul 2023, Numar persoane, 37355
70-74 ani, Total, Total, Neamt, Anul 2012, Numar persoane, 25338
70-74 ani, Total, Total, Neamt, Anul 2013, Numar persoane, 23707
70-74 ani, Total, Total, Neamt, Anul 2014, Numar persoane, 22147
70-74 ani, Total, Total, Neamt, Anul 2015, Numar persoane, 20819
70-74 ani, Total, Total, Neamt, Anul 2016, Numar persoane, 19694
70-74 ani, Total, Total, Neamt, Anul 2017, Numar persoane, 19547
70-74 ani, Total, Total, Neamt, Anul 2018, Numar persoane, 19285
70-74 ani, Total, Total, Neamt, Anul 2019, Numar persoane, 20407
70-74 ani, Total, Total, Neamt, Anul 2020, Numar persoane, 22184
70-74 ani, Total, Total, Neamt, Anul 2021, Numar persoane, 23335
70-74 ani, Total, Total, Neamt, Anul 2022, Numar persoane, 24410
70-74 ani, Total, Total, Neamt, Anul 2023, Numar persoane, 25871
70-74 ani, Total, Total, Suceava, Anul 2012, Numar persoane, 28187
70-74 ani, Total, Total, Suceava, Anul 2013, Numar persoane, 26289
70-74 ani, Total, Total, Suceava, Anul 2014, Numar persoane, 24535
70-74 ani, Total, Total, Suceava, Anul 2015, Numar persoane, 22940
70-74 ani, Total, Total, Suceava, Anul 2016, Numar persoane, 20413
70-74 ani, Total, Total, Suceava, Anul 2017, Numar persoane, 21045
70-74 ani, Total, Total, Suceava, Anul 2018, Numar persoane, 21356
70-74 ani, Total, Total, Suceava, Anul 2019, Numar persoane, 22776
70-74 ani, Total, Total, Suceava, Anul 2020, Numar persoane, 25149
70-74 ani, Total, Total, Suceava, Anul 2021, Numar persoane, 28319
70-74 ani, Total, Total, Suceava, Anul 2022, Numar persoane, 29007
70-74 ani, Total, Total, Suceava, Anul 2023, Numar persoane, 30780
70-74 ani, Total, Total, Vaslui, Anul 2012, Numar persoane, 17889
70-74 ani, Total, Total, Vaslui, Anul 2013, Numar persoane, 16913
70-74 ani, Total, Total, Vaslui, Anul 2014, Numar persoane, 16269
70-74 ani, Total, Total, Vaslui, Anul 2015, Numar persoane, 15508
70-74 ani, Total, Total, Vaslui, Anul 2016, Numar persoane, 14697
70-74 ani, Total, Total, Vaslui, Anul 2017, Numar persoane, 15088
70-74 ani, Total, Total, Vaslui, Anul 2018, Numar persoane, 14585
70-74 ani, Total, Total, Vaslui, Anul 2019, Numar persoane, 15209
70-74 ani, Total, Total, Vaslui, Anul 2020, Numar persoane, 16847
70-74 ani, Total, Total, Vaslui, Anul 2021, Numar persoane, 18115
70-74 ani, Total, Total, Vaslui, Anul 2022, Numar persoane, 18550
70-74 ani, Total, Total, Vaslui, Anul 2023, Numar persoane, 19518
70-74 ani, Total, Total, Braila, Anul 2012, Numar persoane, 16798
70-74 ani, Total, Total, Braila, Anul 2013, Numar persoane, 15969
70-74 ani, Total, Total, Braila, Anul 2014, Numar persoane, 14862
70-74 ani, Total, Total, Braila, Anul 2015, Numar persoane, 14019
70-74 ani, Total, Total, Braila, Anul 2016, Numar persoane, 12944
70-74 ani, Total, Total, Braila, Anul 2017, Numar persoane, 13071
70-74 ani, Total, Total, Braila, Anul 2018, Numar persoane, 12842
70-74 ani, Total, Total, Braila, Anul 2019, Numar persoane, 13531
70-74 ani, Total, Total, Braila, Anul 2020, Numar persoane, 15135
70-74 ani, Total, Total, Braila, Anul 2021, Numar persoane, 16248
70-74 ani, Total, Total, Braila, Anul 2022, Numar persoane, 16805
70-74 ani, Total, Total, Braila, Anul 2023, Numar persoane, 17666
70-74 ani, Total, Total, Buzau, Anul 2012, Numar persoane, 23636
70-74 ani, Total, Total, Buzau, Anul 2013, Numar persoane, 22480
70-74 ani, Total, Total, Buzau, Anul 2014, Numar persoane, 21253
70-74 ani, Total, Total, Buzau, Anul 2015, Numar persoane, 20289
70-74 ani, Total, Total, Buzau, Anul 2016, Numar persoane, 19118
70-74 ani, Total, Total, Buzau, Anul 2017, Numar persoane, 19197
70-74 ani, Total, Total, Buzau, Anul 2018, Numar persoane, 18480
70-74 ani, Total, Total, Buzau, Anul 2019, Numar persoane, 18681
70-74 ani, Total, Total, Buzau, Anul 2020, Numar persoane, 20552
70-74 ani, Total, Total, Buzau, Anul 2021, Numar persoane, 21912
70-74 ani, Total, Total, Buzau, Anul 2022, Numar persoane, 22606
70-74 ani, Total, Total, Buzau, Anul 2023, Numar persoane, 24126
70-74 ani, Total, Total, Constanta, Anul 2012, Numar persoane, 26675
70-74 ani, Total, Total, Constanta, Anul 2013, Numar persoane, 25924
70-74 ani, Total, Total, Constanta, Anul 2014, Numar persoane, 25251
70-74 ani, Total, Total, Constanta, Anul 2015, Numar persoane, 24750
70-74 ani, Total, Total, Constanta, Anul 2016, Numar persoane, 23661
70-74 ani, Total, Total, Constanta, Anul 2017, Numar persoane, 24095
70-74 ani, Total, Total, Constanta, Anul 2018, Numar persoane, 25012
70-74 ani, Total, Total, Constanta, Anul 2019, Numar persoane, 26135
70-74 ani, Total, Total, Constanta, Anul 2020, Numar persoane, 29792
70-74 ani, Total, Total, Constanta, Anul 2021, Numar persoane, 32641
70-74 ani, Total, Total, Constanta, Anul 2022, Numar persoane, 34484
70-74 ani, Total, Total, Constanta, Anul 2023, Numar persoane, 36574
70-74 ani, Total, Total, Galati, Anul 2012, Numar persoane, 23315
70-74 ani, Total, Total, Galati, Anul 2013, Numar persoane, 22437
70-74 ani, Total, Total, Galati, Anul 2014, Numar persoane, 21922
70-74 ani, Total, Total, Galati, Anul 2015, Numar persoane, 21312
70-74 ani, Total, Total, Galati, Anul 2016, Numar persoane, 20289
70-74 ani, Total, Total, Galati, Anul 2017, Numar persoane, 20729
70-74 ani, Total, Total, Galati, Anul 2018, Numar persoane, 20218
70-74 ani, Total, Total, Galati, Anul 2019, Numar persoane, 20773
70-74 ani, Total, Total, Galati, Anul 2020, Numar persoane, 23397
70-74 ani, Total, Total, Galati, Anul 2021, Numar persoane, 25182
70-74 ani, Total, Total, Galati, Anul 2022, Numar persoane, 26755
70-74 ani, Total, Total, Galati, Anul 2023, Numar persoane, 28539
70-74 ani, Total, Total, Tulcea, Anul 2012, Numar persoane, 9053
70-74 ani, Total, Total, Tulcea, Anul 2013, Numar persoane, 8852
70-74 ani, Total, Total, Tulcea, Anul 2014, Numar persoane, 8666
70-74 ani, Total, Total, Tulcea, Anul 2015, Numar persoane, 8600
70-74 ani, Total, Total, Tulcea, Anul 2016, Numar persoane, 8435
70-74 ani, Total, Total, Tulcea, Anul 2017, Numar persoane, 8525
70-74 ani, Total, Total, Tulcea, Anul 2018, Numar persoane, 8269
70-74 ani, Total, Total, Tulcea, Anul 2019, Numar persoane, 8500
70-74 ani, Total, Total, Tulcea, Anul 2020, Numar persoane, 9803
70-74 ani, Total, Total, Tulcea, Anul 2021, Numar persoane, 10701
70-74 ani, Total, Total, Tulcea, Anul 2022, Numar persoane, 11170
70-74 ani, Total, Total, Tulcea, Anul 2023, Numar persoane, 11996
70-74 ani, Total, Total, Vrancea, Anul 2012, Numar persoane, 16458
70-74 ani, Total, Total, Vrancea, Anul 2013, Numar persoane, 15777
70-74 ani, Total, Total, Vrancea, Anul 2014, Numar persoane, 14899
70-74 ani, Total, Total, Vrancea, Anul 2015, Numar persoane, 14118
70-74 ani, Total, Total, Vrancea, Anul 2016, Numar persoane, 13413
70-74 ani, Total, Total, Vrancea, Anul 2017, Numar persoane, 13796
70-74 ani, Total, Total, Vrancea, Anul 2018, Numar persoane, 13389
70-74 ani, Total, Total, Vrancea, Anul 2019, Numar persoane, 13974
70-74 ani, Total, Total, Vrancea, Anul 2020, Numar persoane, 15543
70-74 ani, Total, Total, Vrancea, Anul 2021, Numar persoane, 16861
70-74 ani, Total, Total, Vrancea, Anul 2022, Numar persoane, 17431
70-74 ani, Total, Total, Vrancea, Anul 2023, Numar persoane, 18512
70-74 ani, Total, Total, Arges, Anul 2012, Numar persoane, 27128
70-74 ani, Total, Total, Arges, Anul 2013, Numar persoane, 25954
70-74 ani, Total, Total, Arges, Anul 2014, Numar persoane, 24712
70-74 ani, Total, Total, Arges, Anul 2015, Numar persoane, 24533
70-74 ani, Total, Total, Arges, Anul 2016, Numar persoane, 23909
70-74 ani, Total, Total, Arges, Anul 2017, Numar persoane, 24775
70-74 ani, Total, Total, Arges, Anul 2018, Numar persoane, 25873
70-74 ani, Total, Total, Arges, Anul 2019, Numar persoane, 27002
70-74 ani, Total, Total, Arges, Anul 2020, Numar persoane, 28995
70-74 ani, Total, Total, Arges, Anul 2021, Numar persoane, 30721
70-74 ani, Total, Total, Arges, Anul 2022, Numar persoane, 31367
70-74 ani, Total, Total, Arges, Anul 2023, Numar persoane, 32103
70-74 ani, Total, Total, Calarasi, Anul 2012, Numar persoane, 15523
70-74 ani, Total, Total, Calarasi, Anul 2013, Numar persoane, 14642
70-74 ani, Total, Total, Calarasi, Anul 2014, Numar persoane, 13838
70-74 ani, Total, Total, Calarasi, Anul 2015, Numar persoane, 13370
70-74 ani, Total, Total, Calarasi, Anul 2016, Numar persoane, 12490
70-74 ani, Total, Total, Calarasi, Anul 2017, Numar persoane, 12642
70-74 ani, Total, Total, Calarasi, Anul 2018, Numar persoane, 12588
70-74 ani, Total, Total, Calarasi, Anul 2019, Numar persoane, 12582
70-74 ani, Total, Total, Calarasi, Anul 2020, Numar persoane, 13826
70-74 ani, Total, Total, Calarasi, Anul 2021, Numar persoane, 14748
70-74 ani, Total, Total, Calarasi, Anul 2022, Numar persoane, 14734
70-74 ani, Total, Total, Calarasi, Anul 2023, Numar persoane, 15247
70-74 ani, Total, Total, Dambovita, Anul 2012, Numar persoane, 22284
70-74 ani, Total, Total, Dambovita, Anul 2013, Numar persoane, 21179
70-74 ani, Total, Total, Dambovita, Anul 2014, Numar persoane, 19909
70-74 ani, Total, Total, Dambovita, Anul 2015, Numar persoane, 19264
70-74 ani, Total, Total, Dambovita, Anul 2016, Numar persoane, 18769
70-74 ani, Total, Total, Dambovita, Anul 2017, Numar persoane, 19279
70-74 ani, Total, Total, Dambovita, Anul 2018, Numar persoane, 20335
70-74 ani, Total, Total, Dambovita, Anul 2019, Numar persoane, 21221
70-74 ani, Total, Total, Dambovita, Anul 2020, Numar persoane, 23162
70-74 ani, Total, Total, Dambovita, Anul 2021, Numar persoane, 24678
70-74 ani, Total, Total, Dambovita, Anul 2022, Numar persoane, 25089
70-74 ani, Total, Total, Dambovita, Anul 2023, Numar persoane, 25945
70-74 ani, Total, Total, Giurgiu, Anul 2012, Numar persoane, 14617
70-74 ani, Total, Total, Giurgiu, Anul 2013, Numar persoane, 13682
70-74 ani, Total, Total, Giurgiu, Anul 2014, Numar persoane, 12679
70-74 ani, Total, Total, Giurgiu, Anul 2015, Numar persoane, 12143
70-74 ani, Total, Total, Giurgiu, Anul 2016, Numar persoane, 11523
70-74 ani, Total, Total, Giurgiu, Anul 2017, Numar persoane, 12097
70-74 ani, Total, Total, Giurgiu, Anul 2018, Numar persoane, 12651
70-74 ani, Total, Total, Giurgiu, Anul 2019, Numar persoane, 13142
70-74 ani, Total, Total, Giurgiu, Anul 2020, Numar persoane, 14149
70-74 ani, Total, Total, Giurgiu, Anul 2021, Numar persoane, 15004
70-74 ani, Total, Total, Giurgiu, Anul 2022, Numar persoane, 14690
70-74 ani, Total, Total, Giurgiu, Anul 2023, Numar persoane, 14747
70-74 ani, Total, Total, Ialomita, Anul 2012, Numar persoane, 13223
70-74 ani, Total, Total, Ialomita, Anul 2013, Numar persoane, 12525
70-74 ani, Total, Total, Ialomita, Anul 2014, Numar persoane, 11920
70-74 ani, Total, Total, Ialomita, Anul 2015, Numar persoane, 11693
70-74 ani, Total, Total, Ialomita, Anul 2016, Numar persoane, 10959
70-74 ani, Total, Total, Ialomita, Anul 2017, Numar persoane, 11004
70-74 ani, Total, Total, Ialomita, Anul 2018, Numar persoane, 10879
70-74 ani, Total, Total, Ialomita, Anul 2019, Numar persoane, 10950
70-74 ani, Total, Total, Ialomita, Anul 2020, Numar persoane, 11749
70-74 ani, Total, Total, Ialomita, Anul 2021, Numar persoane, 12537
70-74 ani, Total, Total, Ialomita, Anul 2022, Numar persoane, 12903
70-74 ani, Total, Total, Ialomita, Anul 2023, Numar persoane, 13786
70-74 ani, Total, Total, Prahova, Anul 2012, Numar persoane, 37239
70-74 ani, Total, Total, Prahova, Anul 2013, Numar persoane, 35315
70-74 ani, Total, Total, Prahova, Anul 2014, Numar persoane, 33083
70-74 ani, Total, Total, Prahova, Anul 2015, Numar persoane, 31528
70-74 ani, Total, Total, Prahova, Anul 2016, Numar persoane, 30395
70-74 ani, Total, Total, Prahova, Anul 2017, Numar persoane, 30854
70-74 ani, Total, Total, Prahova, Anul 2018, Numar persoane, 31156
70-74 ani, Total, Total, Prahova, Anul 2019, Numar persoane, 31926
70-74 ani, Total, Total, Prahova, Anul 2020, Numar persoane, 34620
70-74 ani, Total, Total, Prahova, Anul 2021, Numar persoane, 36568
70-74 ani, Total, Total, Prahova, Anul 2022, Numar persoane, 37620
70-74 ani, Total, Total, Prahova, Anul 2023, Numar persoane, 39553
70-74 ani, Total, Total, Teleorman, Anul 2012, Numar persoane, 24227
70-74 ani, Total, Total, Teleorman, Anul 2013, Numar persoane, 22563
70-74 ani, Total, Total, Teleorman, Anul 2014, Numar persoane, 21311
70-74 ani, Total, Total, Teleorman, Anul 2015, Numar persoane, 20766
70-74 ani, Total, Total, Teleorman, Anul 2016, Numar persoane, 19234
70-74 ani, Total, Total, Teleorman, Anul 2017, Numar persoane, 19689
70-74 ani, Total, Total, Teleorman, Anul 2018, Numar persoane, 20783
70-74 ani, Total, Total, Teleorman, Anul 2019, Numar persoane, 21366
70-74 ani, Total, Total, Teleorman, Anul 2020, Numar persoane, 22266
70-74 ani, Total, Total, Teleorman, Anul 2021, Numar persoane, 23834
70-74 ani, Total, Total, Teleorman, Anul 2022, Numar persoane, 23016
70-74 ani, Total, Total, Teleorman, Anul 2023, Numar persoane, 22931
70-74 ani, Total, Total, Ilfov, Anul 2012, Numar persoane, 13545
70-74 ani, Total, Total, Ilfov, Anul 2013, Numar persoane, 13208
70-74 ani, Total, Total, Ilfov, Anul 2014, Numar persoane, 12702
70-74 ani, Total, Total, Ilfov, Anul 2015, Numar persoane, 12545
70-74 ani, Total, Total, Ilfov, Anul 2016, Numar persoane, 12393
70-74 ani, Total, Total, Ilfov, Anul 2017, Numar persoane, 12898
70-74 ani, Total, Total, Ilfov, Anul 2018, Numar persoane, 13626
70-74 ani, Total, Total, Ilfov, Anul 2019, Numar persoane, 14463
70-74 ani, Total, Total, Ilfov, Anul 2020, Numar persoane, 16253
70-74 ani, Total, Total, Ilfov, Anul 2021, Numar persoane, 17999
70-74 ani, Total, Total, Ilfov, Anul 2022, Numar persoane, 19201
70-74 ani, Total, Total, Ilfov, Anul 2023, Numar persoane, 20826
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2012, Numar persoane, 69000
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2013, Numar persoane, 65242
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2014, Numar persoane, 62574
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2015, Numar persoane, 60725
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2016, Numar persoane, 59550
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2017, Numar persoane, 60811
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2018, Numar persoane, 63858
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2019, Numar persoane, 68057
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2020, Numar persoane, 75447
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 81330
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 86723
70-74 ani, Total, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 91499
70-74 ani, Total, Total, Dolj, Anul 2012, Numar persoane, 32824
70-74 ani, Total, Total, Dolj, Anul 2013, Numar persoane, 30489
70-74 ani, Total, Total, Dolj, Anul 2014, Numar persoane, 28274
70-74 ani, Total, Total, Dolj, Anul 2015, Numar persoane, 27760
70-74 ani, Total, Total, Dolj, Anul 2016, Numar persoane, 26244
70-74 ani, Total, Total, Dolj, Anul 2017, Numar persoane, 26827
70-74 ani, Total, Total, Dolj, Anul 2018, Numar persoane, 28088
70-74 ani, Total, Total, Dolj, Anul 2019, Numar persoane, 29873
70-74 ani, Total, Total, Dolj, Anul 2020, Numar persoane, 30816
70-74 ani, Total, Total, Dolj, Anul 2021, Numar persoane, 33242
70-74 ani, Total, Total, Dolj, Anul 2022, Numar persoane, 33224
70-74 ani, Total, Total, Dolj, Anul 2023, Numar persoane, 33423
70-74 ani, Total, Total, Gorj, Anul 2012, Numar persoane, 14289
70-74 ani, Total, Total, Gorj, Anul 2013, Numar persoane, 13373
70-74 ani, Total, Total, Gorj, Anul 2014, Numar persoane, 12275
70-74 ani, Total, Total, Gorj, Anul 2015, Numar persoane, 12023
70-74 ani, Total, Total, Gorj, Anul 2016, Numar persoane, 11553
70-74 ani, Total, Total, Gorj, Anul 2017, Numar persoane, 12038
70-74 ani, Total, Total, Gorj, Anul 2018, Numar persoane, 12857
70-74 ani, Total, Total, Gorj, Anul 2019, Numar persoane, 13815
70-74 ani, Total, Total, Gorj, Anul 2020, Numar persoane, 14776
70-74 ani, Total, Total, Gorj, Anul 2021, Numar persoane, 15737
70-74 ani, Total, Total, Gorj, Anul 2022, Numar persoane, 15826
70-74 ani, Total, Total, Gorj, Anul 2023, Numar persoane, 16051
70-74 ani, Total, Total, Mehedinti, Anul 2012, Numar persoane, 12882
70-74 ani, Total, Total, Mehedinti, Anul 2013, Numar persoane, 12074
70-74 ani, Total, Total, Mehedinti, Anul 2014, Numar persoane, 11166
70-74 ani, Total, Total, Mehedinti, Anul 2015, Numar persoane, 11024
70-74 ani, Total, Total, Mehedinti, Anul 2016, Numar persoane, 10578
70-74 ani, Total, Total, Mehedinti, Anul 2017, Numar persoane, 11032
70-74 ani, Total, Total, Mehedinti, Anul 2018, Numar persoane, 11610
70-74 ani, Total, Total, Mehedinti, Anul 2019, Numar persoane, 12483
70-74 ani, Total, Total, Mehedinti, Anul 2020, Numar persoane, 13355
70-74 ani, Total, Total, Mehedinti, Anul 2021, Numar persoane, 14240
70-74 ani, Total, Total, Mehedinti, Anul 2022, Numar persoane, 13996
70-74 ani, Total, Total, Mehedinti, Anul 2023, Numar persoane, 13856
70-74 ani, Total, Total, Olt, Anul 2012, Numar persoane, 22905
70-74 ani, Total, Total, Olt, Anul 2013, Numar persoane, 21712
70-74 ani, Total, Total, Olt, Anul 2014, Numar persoane, 20136
70-74 ani, Total, Total, Olt, Anul 2015, Numar persoane, 19794
70-74 ani, Total, Total, Olt, Anul 2016, Numar persoane, 18843
70-74 ani, Total, Total, Olt, Anul 2017, Numar persoane, 19291
70-74 ani, Total, Total, Olt, Anul 2018, Numar persoane, 20013
70-74 ani, Total, Total, Olt, Anul 2019, Numar persoane, 21260
70-74 ani, Total, Total, Olt, Anul 2020, Numar persoane, 21951
70-74 ani, Total, Total, Olt, Anul 2021, Numar persoane, 23350
70-74 ani, Total, Total, Olt, Anul 2022, Numar persoane, 22267
70-74 ani, Total, Total, Olt, Anul 2023, Numar persoane, 22484
70-74 ani, Total, Total, Valcea, Anul 2012, Numar persoane, 18526
70-74 ani, Total, Total, Valcea, Anul 2013, Numar persoane, 17413
70-74 ani, Total, Total, Valcea, Anul 2014, Numar persoane, 16477
70-74 ani, Total, Total, Valcea, Anul 2015, Numar persoane, 16541
70-74 ani, Total, Total, Valcea, Anul 2016, Numar persoane, 16114
70-74 ani, Total, Total, Valcea, Anul 2017, Numar persoane, 16817
70-74 ani, Total, Total, Valcea, Anul 2018, Numar persoane, 17829
70-74 ani, Total, Total, Valcea, Anul 2019, Numar persoane, 18622
70-74 ani, Total, Total, Valcea, Anul 2020, Numar persoane, 19695
70-74 ani, Total, Total, Valcea, Anul 2021, Numar persoane, 21030
70-74 ani, Total, Total, Valcea, Anul 2022, Numar persoane, 20114
70-74 ani, Total, Total, Valcea, Anul 2023, Numar persoane, 20380
70-74 ani, Total, Total, Arad, Anul 2012, Numar persoane, 19773
70-74 ani, Total, Total, Arad, Anul 2013, Numar persoane, 18583
70-74 ani, Total, Total, Arad, Anul 2014, Numar persoane, 16998
70-74 ani, Total, Total, Arad, Anul 2015, Numar persoane, 16089
70-74 ani, Total, Total, Arad, Anul 2016, Numar persoane, 15455
70-74 ani, Total, Total, Arad, Anul 2017, Numar persoane, 16108
70-74 ani, Total, Total, Arad, Anul 2018, Numar persoane, 17492
70-74 ani, Total, Total, Arad, Anul 2019, Numar persoane, 19331
70-74 ani, Total, Total, Arad, Anul 2020, Numar persoane, 20540
70-74 ani, Total, Total, Arad, Anul 2021, Numar persoane, 22051
70-74 ani, Total, Total, Arad, Anul 2022, Numar persoane, 22449
70-74 ani, Total, Total, Arad, Anul 2023, Numar persoane, 22629
70-74 ani, Total, Total, Caras-Severin, Anul 2012, Numar persoane, 14406
70-74 ani, Total, Total, Caras-Severin, Anul 2013, Numar persoane, 13772
70-74 ani, Total, Total, Caras-Severin, Anul 2014, Numar persoane, 12833
70-74 ani, Total, Total, Caras-Severin, Anul 2015, Numar persoane, 12474
70-74 ani, Total, Total, Caras-Severin, Anul 2016, Numar persoane, 12004
70-74 ani, Total, Total, Caras-Severin, Anul 2017, Numar persoane, 12297
70-74 ani, Total, Total, Caras-Severin, Anul 2018, Numar persoane, 13054
70-74 ani, Total, Total, Caras-Severin, Anul 2019, Numar persoane, 13932
70-74 ani, Total, Total, Caras-Severin, Anul 2020, Numar persoane, 14841
70-74 ani, Total, Total, Caras-Severin, Anul 2021, Numar persoane, 15692
70-74 ani, Total, Total, Caras-Severin, Anul 2022, Numar persoane, 15823
70-74 ani, Total, Total, Caras-Severin, Anul 2023, Numar persoane, 15942
70-74 ani, Total, Total, Hunedoara, Anul 2012, Numar persoane, 20832
70-74 ani, Total, Total, Hunedoara, Anul 2013, Numar persoane, 20155
